set_id,person,garment,seed,prior,bc2,er,person_wh_1mp,canvas_SCALE,canvas_NOSCALE,noscale_noop
dualuse_man_black_suit_studio_nonceleb+dualuse_lp_beige_long_coat_menswear,dualuse_man_black_suit_studio_nonceleb,dualuse_lp_beige_long_coat_menswear,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_man_black_suit_studio_nonceleb+dualuse_lp_beige_long_coat_menswear,dualuse_man_black_suit_studio_nonceleb,dualuse_lp_beige_long_coat_menswear,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_queen_latifah_gown_stage+dualuse_lp_floral_kimono_set,dualuse_queen_latifah_gown_stage,dualuse_lp_floral_kimono_set,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_queen_latifah_gown_stage+dualuse_lp_floral_kimono_set,dualuse_queen_latifah_gown_stage,dualuse_lp_floral_kimono_set,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_queen_latifah_gown_stage+dualuse_lp_floral_kimono_set,dualuse_queen_latifah_gown_stage,dualuse_lp_floral_kimono_set,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_lp_navy_quarterzip_knit_LOWRES,dualuse_scarlett_johansson_black_dress_backview_night,dualuse_lp_navy_quarterzip_knit_LOWRES,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_lp_navy_quarterzip_knit_LOWRES,dualuse_scarlett_johansson_black_dress_backview_night,dualuse_lp_navy_quarterzip_knit_LOWRES,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_scarlett_johansson_black_dress_backview_night+dualuse_lp_navy_quarterzip_knit_LOWRES,dualuse_scarlett_johansson_black_dress_backview_night,dualuse_lp_navy_quarterzip_knit_LOWRES,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_woman_top_denim_skirt_nonceleb+dualuse_lp_plaid_overcoat_brown_suit,dualuse_woman_top_denim_skirt_nonceleb,dualuse_lp_plaid_overcoat_brown_suit,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_woman_top_denim_skirt_nonceleb+dualuse_lp_plaid_overcoat_brown_suit,dualuse_woman_top_denim_skirt_nonceleb,dualuse_lp_plaid_overcoat_brown_suit,47,fail,fail,fail,835x1254,832x1248,832x1248,1
dualuse_woman_top_denim_skirt_nonceleb+dualuse_lp_plaid_overcoat_brown_suit,dualuse_woman_top_denim_skirt_nonceleb,dualuse_lp_plaid_overcoat_brown_suit,48,fail,fail,,835x1254,832x1248,832x1248,1
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,dualuse_zendaya_white_blazer_skirt,dualuse_navy_peacoat_onmodel,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,dualuse_zendaya_white_blazer_skirt,dualuse_navy_peacoat_onmodel,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_zendaya_white_blazer_skirt+dualuse_navy_peacoat_onmodel,dualuse_zendaya_white_blazer_skirt,dualuse_navy_peacoat_onmodel,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_lp_beige_long_coat_menswear+g004,dualuse_lp_beige_long_coat_menswear,g004,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_lp_beige_long_coat_menswear+g004,dualuse_lp_beige_long_coat_menswear,g004,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_lp_beige_long_coat_menswear+g004,dualuse_lp_beige_long_coat_menswear,g004,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_lp_floral_kimono_set+g005,dualuse_lp_floral_kimono_set,g005,46,fail,fail,,916x1144,896x1120,896x1120,1
dualuse_lp_floral_kimono_set+g005,dualuse_lp_floral_kimono_set,g005,47,fail,fail,,916x1144,896x1120,896x1120,1
dualuse_lp_floral_kimono_set+g005,dualuse_lp_floral_kimono_set,g005,48,fail,fail,fail,916x1144,896x1120,896x1120,1
dualuse_lp_navy_quarterzip_knit_LOWRES+g009,dualuse_lp_navy_quarterzip_knit_LOWRES,g009,46,clean,,,690x966,864x1184,672x960,
dualuse_lp_navy_quarterzip_knit_LOWRES+g009,dualuse_lp_navy_quarterzip_knit_LOWRES,g009,47,clean,,,690x966,864x1184,672x960,
dualuse_lp_navy_quarterzip_knit_LOWRES+g009,dualuse_lp_navy_quarterzip_knit_LOWRES,g009,48,clean,,,690x966,864x1184,672x960,
dualuse_lp_plaid_overcoat_brown_suit+g011,dualuse_lp_plaid_overcoat_brown_suit,g011,46,clean,,,916x1144,896x1120,896x1120,1
dualuse_lp_plaid_overcoat_brown_suit+g011,dualuse_lp_plaid_overcoat_brown_suit,g011,47,clean,,,916x1144,896x1120,896x1120,1
dualuse_lp_plaid_overcoat_brown_suit+g011,dualuse_lp_plaid_overcoat_brown_suit,g011,48,clean,,,916x1144,896x1120,896x1120,1
dualuse_navy_peacoat_onmodel+g012,dualuse_navy_peacoat_onmodel,g012,46,clean,,,1024x1024,1024x1024,1024x1024,1
dualuse_navy_peacoat_onmodel+g012,dualuse_navy_peacoat_onmodel,g012,47,clean,,,1024x1024,1024x1024,1024x1024,1
dualuse_navy_peacoat_onmodel+g012,dualuse_navy_peacoat_onmodel,g012,48,clean,,,1024x1024,1024x1024,1024x1024,1
g004+g013,g004,g013,46,clean,,,787x1024,896x1152,768x1024,
g004+g013,g004,g013,47,clean,,,787x1024,896x1152,768x1024,
g004+g013,g004,g013,48,clean,,,787x1024,896x1152,768x1024,
g005+g014,g005,g014,46,clean,,,819x1024,896x1120,800x1024,
g005+g014,g005,g014,47,fail,,fail,819x1024,896x1120,800x1024,
g005+g014,g005,g014,48,clean,,,819x1024,896x1120,800x1024,
g009+g015,g009,g015,46,clean,,,787x1024,896x1152,768x1024,
g009+g015,g009,g015,47,clean,,,787x1024,896x1152,768x1024,
g009+g015,g009,g015,48,clean,,,787x1024,896x1152,768x1024,
g011+g018,g011,g018,46,clean,,,837x1024,896x1120,832x1024,
g011+g018,g011,g018,47,clean,,,837x1024,896x1120,832x1024,
g011+g018,g011,g018,48,clean,,,837x1024,896x1120,832x1024,
g012+g024,g012,g024,46,clean,,,837x1024,896x1120,832x1024,
g012+g024,g012,g024,47,clean,,,837x1024,896x1120,832x1024,
g012+g024,g012,g024,48,clean,,,837x1024,896x1120,832x1024,
g013+g027,g013,g027,46,clean,,,837x1024,896x1120,832x1024,
g013+g027,g013,g027,47,clean,,,837x1024,896x1120,832x1024,
g013+g027,g013,g027,48,clean,,,837x1024,896x1120,832x1024,
g014+g029,g014,g029,46,clean,,,837x1024,896x1120,832x1024,
g014+g029,g014,g029,47,fail,fail,,837x1024,896x1120,832x1024,
g014+g029,g014,g029,48,fail,fail,,837x1024,896x1120,832x1024,
g015+g030,g015,g030,46,clean,,,837x1024,896x1120,832x1024,
g015+g030,g015,g030,47,clean,,,837x1024,896x1120,832x1024,
g015+g030,g015,g030,48,clean,,,837x1024,896x1120,832x1024,
g018+p001,g018,p001,46,clean,,,837x1024,896x1120,832x1024,
g018+p001,g018,p001,47,clean,,,837x1024,896x1120,832x1024,
g018+p001,g018,p001,48,clean,,,837x1024,896x1120,832x1024,
g024+p002,g024,p002,46,clean,,,1024x1024,1024x1024,1024x1024,1
g024+p002,g024,p002,47,clean,,,1024x1024,1024x1024,1024x1024,1
g024+p002,g024,p002,48,clean,,,1024x1024,1024x1024,1024x1024,1
g027+p003,g027,p003,46,fail,fail,,589x1024,768x1344,576x1024,
g027+p003,g027,p003,47,clean,,,589x1024,768x1344,576x1024,
g027+p003,g027,p003,48,fail,fail,,589x1024,768x1344,576x1024,
g029+p004,g029,p004,46,clean,,,745x1024,864x1184,736x1024,
g029+p004,g029,p004,47,clean,,,745x1024,864x1184,736x1024,
g029+p004,g029,p004,48,clean,,,745x1024,864x1184,736x1024,
g030+p005,g030,p005,46,clean,,,1024x1024,1024x1024,1024x1024,1
g030+p005,g030,p005,47,clean,,,1024x1024,1024x1024,1024x1024,1
g030+p005,g030,p005,48,clean,,,1024x1024,1024x1024,1024x1024,1
p001+p014,p001,p014,46,clean,,,682x1024,832x1248,672x1024,
p001+p014,p001,p014,47,clean,,,682x1024,832x1248,672x1024,
p001+p014,p001,p014,48,clean,,,682x1024,832x1248,672x1024,
p002+p015,p002,p015,46,clean,,,682x1024,832x1248,672x1024,
p002+p015,p002,p015,47,clean,,,682x1024,832x1248,672x1024,
p002+p015,p002,p015,48,clean,,,682x1024,832x1248,672x1024,
p003+p016,p003,p016,46,clean,,,706x1024,832x1216,704x1024,
p003+p016,p003,p016,47,clean,,,706x1024,832x1216,704x1024,
p003+p016,p003,p016,48,clean,,,706x1024,832x1216,704x1024,
p004+p017,p004,p017,46,clean,,,1024x682,1248x832,1024x672,
p004+p017,p004,p017,47,clean,,,1024x682,1248x832,1024x672,
p004+p017,p004,p017,48,clean,,,1024x682,1248x832,1024x672,
p005+p018,p005,p018,46,clean,,,682x1024,832x1248,672x1024,
p005+p018,p005,p018,47,clean,,,682x1024,832x1248,672x1024,
p005+p018,p005,p018,48,clean,,,682x1024,832x1248,672x1024,
p006+p019,p006,p019,46,clean,,,682x1024,832x1248,672x1024,
p006+p019,p006,p019,47,clean,,,682x1024,832x1248,672x1024,
p006+p019,p006,p019,48,clean,,,682x1024,832x1248,672x1024,
p007+p020,p007,p020,46,clean,,,682x1024,832x1248,672x1024,
p007+p020,p007,p020,47,clean,,,682x1024,832x1248,672x1024,
p007+p020,p007,p020,48,clean,,,682x1024,832x1248,672x1024,
p008+p021,p008,p021,46,clean,,,768x1024,864x1152,768x1024,
p008+p021,p008,p021,47,clean,,,768x1024,864x1152,768x1024,
p008+p021,p008,p021,48,clean,,,768x1024,864x1152,768x1024,
p009+p022,p009,p022,46,clean,,,682x1024,832x1248,672x1024,
p009+p022,p009,p022,47,clean,,,682x1024,832x1248,672x1024,
p009+p022,p009,p022,48,clean,,,682x1024,832x1248,672x1024,
p010+p023,p010,p023,46,clean,,,683x1024,832x1248,672x1024,
p010+p023,p010,p023,47,clean,,,683x1024,832x1248,672x1024,
p010+p023,p010,p023,48,clean,,,683x1024,832x1248,672x1024,
p011+p024,p011,p024,46,clean,,,683x1024,832x1248,672x1024,
p011+p024,p011,p024,47,clean,,,683x1024,832x1248,672x1024,
p011+p024,p011,p024,48,clean,,,683x1024,832x1248,672x1024,
p012+p025,p012,p025,46,clean,,,682x1024,832x1248,672x1024,
p012+p025,p012,p025,47,fail,fail,,682x1024,832x1248,672x1024,
p012+p025,p012,p025,48,clean,,,682x1024,832x1248,672x1024,
p013+p026,p013,p026,46,clean,,,1024x683,1248x832,1024x672,
p013+p026,p013,p026,47,clean,,,1024x683,1248x832,1024x672,
p013+p026,p013,p026,48,clean,,,1024x683,1248x832,1024x672,
p014+p027,p014,p027,46,clean,,,682x1024,832x1248,672x1024,
p014+p027,p014,p027,47,clean,,,682x1024,832x1248,672x1024,
p014+p027,p014,p027,48,clean,,,682x1024,832x1248,672x1024,
p015+p028,p015,p028,46,clean,,,683x1024,832x1248,672x1024,
p015+p028,p015,p028,47,clean,,,683x1024,832x1248,672x1024,
p015+p028,p015,p028,48,clean,,,683x1024,832x1248,672x1024,
p016+p029,p016,p029,46,clean,,,682x1024,832x1248,672x1024,
p016+p029,p016,p029,47,clean,,,682x1024,832x1248,672x1024,
p016+p029,p016,p029,48,clean,,,682x1024,832x1248,672x1024,
p017+p030,p017,p030,46,clean,,,682x1024,832x1248,672x1024,
p017+p030,p017,p030,47,clean,,,682x1024,832x1248,672x1024,
p017+p030,p017,p030,48,clean,,,682x1024,832x1248,672x1024,
p018+dualuse_emma_watson_black_blazer_armscrossed,p018,dualuse_emma_watson_black_blazer_armscrossed,46,clean,,,682x1024,832x1248,672x1024,
p018+dualuse_emma_watson_black_blazer_armscrossed,p018,dualuse_emma_watson_black_blazer_armscrossed,47,clean,,,682x1024,832x1248,672x1024,
p018+dualuse_emma_watson_black_blazer_armscrossed,p018,dualuse_emma_watson_black_blazer_armscrossed,48,clean,,,682x1024,832x1248,672x1024,
p019+dualuse_gal_gadot_blue_dress_redcarpet,p019,dualuse_gal_gadot_blue_dress_redcarpet,46,fail,fail,,1024x683,1248x832,1024x672,
p019+dualuse_gal_gadot_blue_dress_redcarpet,p019,dualuse_gal_gadot_blue_dress_redcarpet,47,fail,fail,,1024x683,1248x832,1024x672,
p019+dualuse_gal_gadot_blue_dress_redcarpet,p019,dualuse_gal_gadot_blue_dress_redcarpet,48,fail,fail,,1024x683,1248x832,1024x672,
p020+dualuse_hugh_jackman_grey_suit_outdoor,p020,dualuse_hugh_jackman_grey_suit_outdoor,46,clean,,,819x1024,896x1120,800x1024,
p020+dualuse_hugh_jackman_grey_suit_outdoor,p020,dualuse_hugh_jackman_grey_suit_outdoor,47,clean,,,819x1024,896x1120,800x1024,
p020+dualuse_hugh_jackman_grey_suit_outdoor,p020,dualuse_hugh_jackman_grey_suit_outdoor,48,clean,,,819x1024,896x1120,800x1024,
p021+dualuse_man_black_suit_studio_nonceleb,p021,dualuse_man_black_suit_studio_nonceleb,46,clean,,,684x1024,832x1248,672x1024,
p021+dualuse_man_black_suit_studio_nonceleb,p021,dualuse_man_black_suit_studio_nonceleb,47,clean,,,684x1024,832x1248,672x1024,
p021+dualuse_man_black_suit_studio_nonceleb,p021,dualuse_man_black_suit_studio_nonceleb,48,clean,,,684x1024,832x1248,672x1024,
p022+dualuse_queen_latifah_gown_stage,p022,dualuse_queen_latifah_gown_stage,46,fail,fail,,682x1024,832x1248,672x1024,
p022+dualuse_queen_latifah_gown_stage,p022,dualuse_queen_latifah_gown_stage,47,fail,fail,,682x1024,832x1248,672x1024,
p022+dualuse_queen_latifah_gown_stage,p022,dualuse_queen_latifah_gown_stage,48,clean,,,682x1024,832x1248,672x1024,
p023+dualuse_scarlett_johansson_black_dress_backview_night,p023,dualuse_scarlett_johansson_black_dress_backview_night,46,clean,,,682x1024,832x1248,672x1024,
p023+dualuse_scarlett_johansson_black_dress_backview_night,p023,dualuse_scarlett_johansson_black_dress_backview_night,47,clean,,,682x1024,832x1248,672x1024,
p023+dualuse_scarlett_johansson_black_dress_backview_night,p023,dualuse_scarlett_johansson_black_dress_backview_night,48,clean,,,682x1024,832x1248,672x1024,
p024+dualuse_woman_top_denim_skirt_nonceleb,p024,dualuse_woman_top_denim_skirt_nonceleb,46,clean,,,682x1024,832x1248,672x1024,
p024+dualuse_woman_top_denim_skirt_nonceleb,p024,dualuse_woman_top_denim_skirt_nonceleb,47,clean,,,682x1024,832x1248,672x1024,
p024+dualuse_woman_top_denim_skirt_nonceleb,p024,dualuse_woman_top_denim_skirt_nonceleb,48,clean,,,682x1024,832x1248,672x1024,
p025+dualuse_zendaya_white_blazer_skirt,p025,dualuse_zendaya_white_blazer_skirt,46,clean,,,731x1024,864x1184,704x1024,
p025+dualuse_zendaya_white_blazer_skirt,p025,dualuse_zendaya_white_blazer_skirt,47,clean,,,731x1024,864x1184,704x1024,
p025+dualuse_zendaya_white_blazer_skirt,p025,dualuse_zendaya_white_blazer_skirt,48,clean,,,731x1024,864x1184,704x1024,
p026+dualuse_lp_beige_long_coat_menswear,p026,dualuse_lp_beige_long_coat_menswear,46,clean,,,682x1024,832x1248,672x1024,
p026+dualuse_lp_beige_long_coat_menswear,p026,dualuse_lp_beige_long_coat_menswear,47,clean,,,682x1024,832x1248,672x1024,
p026+dualuse_lp_beige_long_coat_menswear,p026,dualuse_lp_beige_long_coat_menswear,48,clean,,,682x1024,832x1248,672x1024,
p027+dualuse_lp_floral_kimono_set,p027,dualuse_lp_floral_kimono_set,46,clean,,,1024x1024,1024x1024,1024x1024,1
p027+dualuse_lp_floral_kimono_set,p027,dualuse_lp_floral_kimono_set,47,clean,,,1024x1024,1024x1024,1024x1024,1
p027+dualuse_lp_floral_kimono_set,p027,dualuse_lp_floral_kimono_set,48,clean,,,1024x1024,1024x1024,1024x1024,1
p028+dualuse_lp_navy_quarterzip_knit_LOWRES,p028,dualuse_lp_navy_quarterzip_knit_LOWRES,46,clean,,,1024x683,1248x832,1024x672,
p028+dualuse_lp_navy_quarterzip_knit_LOWRES,p028,dualuse_lp_navy_quarterzip_knit_LOWRES,47,clean,,,1024x683,1248x832,1024x672,
p028+dualuse_lp_navy_quarterzip_knit_LOWRES,p028,dualuse_lp_navy_quarterzip_knit_LOWRES,48,clean,,,1024x683,1248x832,1024x672,
p029+dualuse_lp_plaid_overcoat_brown_suit,p029,dualuse_lp_plaid_overcoat_brown_suit,46,clean,,,1024x683,1248x832,1024x672,
p029+dualuse_lp_plaid_overcoat_brown_suit,p029,dualuse_lp_plaid_overcoat_brown_suit,47,clean,,,1024x683,1248x832,1024x672,
p029+dualuse_lp_plaid_overcoat_brown_suit,p029,dualuse_lp_plaid_overcoat_brown_suit,48,clean,,,1024x683,1248x832,1024x672,
p030+dualuse_navy_peacoat_onmodel,p030,dualuse_navy_peacoat_onmodel,46,clean,,,682x1024,832x1248,672x1024,
p030+dualuse_navy_peacoat_onmodel,p030,dualuse_navy_peacoat_onmodel,47,clean,,,682x1024,832x1248,672x1024,
p030+dualuse_navy_peacoat_onmodel,p030,dualuse_navy_peacoat_onmodel,48,clean,,,682x1024,832x1248,672x1024,
dualuse_emma_watson_black_blazer_armscrossed+g004,dualuse_emma_watson_black_blazer_armscrossed,g004,46,clean,,,1232x851,1216x832,1216x832,1
dualuse_emma_watson_black_blazer_armscrossed+g004,dualuse_emma_watson_black_blazer_armscrossed,g004,47,clean,,,1232x851,1216x832,1216x832,1
dualuse_emma_watson_black_blazer_armscrossed+g004,dualuse_emma_watson_black_blazer_armscrossed,g004,48,clean,,,1232x851,1216x832,1216x832,1
dualuse_gal_gadot_blue_dress_redcarpet+g005,dualuse_gal_gadot_blue_dress_redcarpet,g005,46,clean,,,742x1412,736x1408,736x1408,1
dualuse_gal_gadot_blue_dress_redcarpet+g005,dualuse_gal_gadot_blue_dress_redcarpet,g005,47,clean,,,742x1412,736x1408,736x1408,1
dualuse_gal_gadot_blue_dress_redcarpet+g005,dualuse_gal_gadot_blue_dress_redcarpet,g005,48,clean,,,742x1412,736x1408,736x1408,1
dualuse_hugh_jackman_grey_suit_outdoor+g009,dualuse_hugh_jackman_grey_suit_outdoor,g009,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_hugh_jackman_grey_suit_outdoor+g009,dualuse_hugh_jackman_grey_suit_outdoor,g009,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_hugh_jackman_grey_suit_outdoor+g009,dualuse_hugh_jackman_grey_suit_outdoor,g009,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_man_black_suit_studio_nonceleb+g011,dualuse_man_black_suit_studio_nonceleb,g011,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_man_black_suit_studio_nonceleb+g011,dualuse_man_black_suit_studio_nonceleb,g011,47,fail,fail,,835x1254,832x1248,832x1248,1
dualuse_man_black_suit_studio_nonceleb+g011,dualuse_man_black_suit_studio_nonceleb,g011,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_queen_latifah_gown_stage+g012,dualuse_queen_latifah_gown_stage,g012,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_queen_latifah_gown_stage+g012,dualuse_queen_latifah_gown_stage,g012,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_queen_latifah_gown_stage+g012,dualuse_queen_latifah_gown_stage,g012,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_scarlett_johansson_black_dress_backview_night+g013,dualuse_scarlett_johansson_black_dress_backview_night,g013,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_scarlett_johansson_black_dress_backview_night+g013,dualuse_scarlett_johansson_black_dress_backview_night,g013,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_scarlett_johansson_black_dress_backview_night+g013,dualuse_scarlett_johansson_black_dress_backview_night,g013,48,fail,fail,,835x1254,832x1248,832x1248,1
dualuse_woman_top_denim_skirt_nonceleb+g014,dualuse_woman_top_denim_skirt_nonceleb,g014,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_woman_top_denim_skirt_nonceleb+g014,dualuse_woman_top_denim_skirt_nonceleb,g014,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_woman_top_denim_skirt_nonceleb+g014,dualuse_woman_top_denim_skirt_nonceleb,g014,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_zendaya_white_blazer_skirt+g015,dualuse_zendaya_white_blazer_skirt,g015,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_zendaya_white_blazer_skirt+g015,dualuse_zendaya_white_blazer_skirt,g015,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_zendaya_white_blazer_skirt+g015,dualuse_zendaya_white_blazer_skirt,g015,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_lp_beige_long_coat_menswear+g018,dualuse_lp_beige_long_coat_menswear,g018,46,clean,,,835x1254,832x1248,832x1248,1
dualuse_lp_beige_long_coat_menswear+g018,dualuse_lp_beige_long_coat_menswear,g018,47,clean,,,835x1254,832x1248,832x1248,1
dualuse_lp_beige_long_coat_menswear+g018,dualuse_lp_beige_long_coat_menswear,g018,48,clean,,,835x1254,832x1248,832x1248,1
dualuse_lp_floral_kimono_set+g024,dualuse_lp_floral_kimono_set,g024,46,clean,,,916x1144,896x1120,896x1120,1
dualuse_lp_floral_kimono_set+g024,dualuse_lp_floral_kimono_set,g024,47,clean,,,916x1144,896x1120,896x1120,1
dualuse_lp_floral_kimono_set+g024,dualuse_lp_floral_kimono_set,g024,48,clean,,,916x1144,896x1120,896x1120,1
dualuse_lp_navy_quarterzip_knit_LOWRES+g027,dualuse_lp_navy_quarterzip_knit_LOWRES,g027,46,clean,,,690x966,864x1184,672x960,
dualuse_lp_navy_quarterzip_knit_LOWRES+g027,dualuse_lp_navy_quarterzip_knit_LOWRES,g027,47,clean,,,690x966,864x1184,672x960,
dualuse_lp_navy_quarterzip_knit_LOWRES+g027,dualuse_lp_navy_quarterzip_knit_LOWRES,g027,48,clean,,,690x966,864x1184,672x960,
dualuse_lp_plaid_overcoat_brown_suit+g029,dualuse_lp_plaid_overcoat_brown_suit,g029,46,clean,,,916x1144,896x1120,896x1120,1
dualuse_lp_plaid_overcoat_brown_suit+g029,dualuse_lp_plaid_overcoat_brown_suit,g029,47,clean,,,916x1144,896x1120,896x1120,1
dualuse_lp_plaid_overcoat_brown_suit+g029,dualuse_lp_plaid_overcoat_brown_suit,g029,48,clean,,,916x1144,896x1120,896x1120,1
dualuse_navy_peacoat_onmodel+g030,dualuse_navy_peacoat_onmodel,g030,46,clean,,,1024x1024,1024x1024,1024x1024,1
dualuse_navy_peacoat_onmodel+g030,dualuse_navy_peacoat_onmodel,g030,47,fail,fail,,1024x1024,1024x1024,1024x1024,1
dualuse_navy_peacoat_onmodel+g030,dualuse_navy_peacoat_onmodel,g030,48,clean,,,1024x1024,1024x1024,1024x1024,1
g004+p001,g004,p001,46,clean,,,787x1024,896x1152,768x1024,
g004+p001,g004,p001,47,clean,,,787x1024,896x1152,768x1024,
g004+p001,g004,p001,48,clean,,,787x1024,896x1152,768x1024,
g005+p002,g005,p002,46,clean,,,819x1024,896x1120,800x1024,
g005+p002,g005,p002,47,fail,fail,,819x1024,896x1120,800x1024,
g005+p002,g005,p002,48,fail,fail,fail,819x1024,896x1120,800x1024,
g009+p003,g009,p003,46,clean,,,787x1024,896x1152,768x1024,
g009+p003,g009,p003,47,clean,,,787x1024,896x1152,768x1024,
g009+p003,g009,p003,48,clean,,,787x1024,896x1152,768x1024,
g011+p004,g011,p004,46,clean,,,837x1024,896x1120,832x1024,
g011+p004,g011,p004,47,clean,,,837x1024,896x1120,832x1024,
g011+p004,g011,p004,48,clean,,,837x1024,896x1120,832x1024,
g012+p005,g012,p005,46,clean,,,837x1024,896x1120,832x1024,
g012+p005,g012,p005,47,clean,,,837x1024,896x1120,832x1024,
g012+p005,g012,p005,48,clean,,,837x1024,896x1120,832x1024,
g013+p006,g013,p006,46,fail,fail,,837x1024,896x1120,832x1024,
g013+p006,g013,p006,47,clean,,,837x1024,896x1120,832x1024,
g013+p006,g013,p006,48,fail,fail,,837x1024,896x1120,832x1024,
g014+p007,g014,p007,46,clean,,,837x1024,896x1120,832x1024,
g014+p007,g014,p007,47,clean,,,837x1024,896x1120,832x1024,
g014+p007,g014,p007,48,clean,,,837x1024,896x1120,832x1024,
g015+p008,g015,p008,46,clean,,,837x1024,896x1120,832x1024,
g015+p008,g015,p008,47,clean,,,837x1024,896x1120,832x1024,
g015+p008,g015,p008,48,clean,,,837x1024,896x1120,832x1024,
g018+p009,g018,p009,46,clean,,,837x1024,896x1120,832x1024,
g018+p009,g018,p009,47,clean,,,837x1024,896x1120,832x1024,
g018+p009,g018,p009,48,clean,,,837x1024,896x1120,832x1024,
g024+p010,g024,p010,46,clean,,,1024x1024,1024x1024,1024x1024,1
g024+p010,g024,p010,47,fail,fail,fail,1024x1024,1024x1024,1024x1024,1
g024+p010,g024,p010,48,clean,,,1024x1024,1024x1024,1024x1024,1
g027+p011,g027,p011,46,clean,,,589x1024,768x1344,576x1024,
g027+p011,g027,p011,47,clean,,,589x1024,768x1344,576x1024,
g027+p011,g027,p011,48,fail,fail,fail,589x1024,768x1344,576x1024,
g029+p012,g029,p012,46,clean,,,745x1024,864x1184,736x1024,
g029+p012,g029,p012,47,clean,,,745x1024,864x1184,736x1024,
g029+p012,g029,p012,48,fail,fail,,745x1024,864x1184,736x1024,
g030+p013,g030,p013,46,clean,,,1024x1024,1024x1024,1024x1024,1
g030+p013,g030,p013,47,fail,fail,fail,1024x1024,1024x1024,1024x1024,1
g030+p013,g030,p013,48,clean,,,1024x1024,1024x1024,1024x1024,1
p001+p024,p001,p024,46,clean,,,682x1024,832x1248,672x1024,
p001+p024,p001,p024,47,clean,,,682x1024,832x1248,672x1024,
p001+p024,p001,p024,48,clean,,,682x1024,832x1248,672x1024,
p002+p025,p002,p025,46,clean,,,682x1024,832x1248,672x1024,
p002+p025,p002,p025,47,clean,,,682x1024,832x1248,672x1024,
p002+p025,p002,p025,48,clean,,,682x1024,832x1248,672x1024,
p003+p026,p003,p026,46,clean,,,706x1024,832x1216,704x1024,
p003+p026,p003,p026,47,clean,,,706x1024,832x1216,704x1024,
p003+p026,p003,p026,48,clean,,,706x1024,832x1216,704x1024,
p004+p027,p004,p027,46,clean,,,1024x682,1248x832,1024x672,
p004+p027,p004,p027,47,clean,,,1024x682,1248x832,1024x672,
p004+p027,p004,p027,48,clean,,,1024x682,1248x832,1024x672,
p005+p028,p005,p028,46,clean,,,682x1024,832x1248,672x1024,
p005+p028,p005,p028,47,clean,,,682x1024,832x1248,672x1024,
p005+p028,p005,p028,48,clean,,,682x1024,832x1248,672x1024,
p006+p029,p006,p029,46,clean,,,682x1024,832x1248,672x1024,
p006+p029,p006,p029,47,fail,fail,,682x1024,832x1248,672x1024,
p006+p029,p006,p029,48,clean,,,682x1024,832x1248,672x1024,
p007+p030,p007,p030,46,clean,,,682x1024,832x1248,672x1024,
p007+p030,p007,p030,47,clean,,,682x1024,832x1248,672x1024,
p007+p030,p007,p030,48,clean,,,682x1024,832x1248,672x1024,
p008+dualuse_emma_watson_black_blazer_armscrossed,p008,dualuse_emma_watson_black_blazer_armscrossed,46,clean,,,768x1024,864x1152,768x1024,
p008+dualuse_emma_watson_black_blazer_armscrossed,p008,dualuse_emma_watson_black_blazer_armscrossed,47,fail,fail,fail,768x1024,864x1152,768x1024,
p008+dualuse_emma_watson_black_blazer_armscrossed,p008,dualuse_emma_watson_black_blazer_armscrossed,48,fail,,fail,768x1024,864x1152,768x1024,
