set_id,seed,fid_V,fid_BC,real_V,real_BC,mean_V,mean_BC,vlm_winner,garment_V,identity_V,scene_V,clean_V,hands_V,realism_V,garment_BC,identity_BC,scene_BC,clean_BC,hands_BC,realism_BC
p006+p007,46,4.33,4.33,4.0,4.0,4.17,4.17,tie,3,5,5,4,4,4,4,4,5,4,4,4
p006+p007,47,4.33,4.33,4.0,4.0,4.17,4.17,tie,4,4,5,4,4,4,4,4,5,4,4,4
p006+p011,46,3.67,3.67,4.0,4.0,3.83,3.83,tie,2,4,5,4,4,4,3,3,5,4,4,4
p006+p011,47,3.33,3.67,3.67,4.0,3.5,3.83,BC,2,4,4,4,3,4,2,4,5,4,4,4
p006+p019,47,3.33,4.0,3.67,3.67,3.5,3.83,BC,2,4,4,4,3,4,3,4,5,4,3,4
p006+p029,46,4.67,4.0,4.0,4.0,4.33,4.0,V,4,5,5,4,4,4,4,3,5,4,4,4
p006+p029,47,4.33,4.33,4.0,4.0,4.17,4.17,tie,4,4,5,4,4,4,4,4,5,4,4,4
p007+p008,47,4.33,4.33,4.0,3.33,4.17,3.83,V,4,4,5,4,4,4,4,4,5,3,3,4
p007+p012,46,4.0,4.67,3.67,4.0,3.83,4.33,BC,3,4,5,4,3,4,4,5,5,4,4,4
p007+p012,47,4.33,4.0,4.0,3.67,4.17,3.83,V,4,4,5,4,4,4,3,4,5,4,3,4
p007+p020,46,3.67,3.67,4.0,4.0,3.83,3.83,tie,2,4,5,4,4,4,3,4,4,4,4,4
p007+p030,46,4.33,4.33,4.0,4.0,4.17,4.17,tie,4,4,5,4,4,4,4,4,5,4,4,4
p007+p030,47,4.67,4.33,4.0,4.0,4.33,4.17,V,4,5,5,4,4,4,4,4,5,4,4,4
p008+dualuse_emma_watson_black_blazer_armscrossed,47,4.33,3.67,4.0,3.33,4.17,3.5,V,4,4,5,4,4,4,2,4,5,3,3,4
p008+p009,46,4.33,2.67,4.0,3.33,4.17,3.0,V,4,4,5,4,4,4,3,1,4,4,3,3
p008+p009,47,3.67,3.33,4.0,3.67,3.83,3.5,V,2,4,5,4,4,4,3,3,4,4,3,4
p008+p013,46,3.0,2.33,3.33,3.0,3.17,2.67,V,2,3,4,3,3,4,2,1,4,3,3,3
p008+p021,46,3.67,2.67,3.67,2.33,3.67,2.5,V,3,4,4,4,3,4,2,4,2,2,3,2
p008+p021,47,3.67,4.0,3.0,3.67,3.33,3.83,BC,3,4,4,3,2,4,3,4,5,3,4,4
p009+dualuse_gal_gadot_blue_dress_redcarpet,46,3.67,3.67,3.67,4.0,3.67,3.83,BC,3,4,4,4,3,4,3,4,4,4,4,4
p009+dualuse_gal_gadot_blue_dress_redcarpet,47,4.0,3.67,4.0,3.67,4.0,3.67,V,3,4,5,4,4,4,3,4,4,3,4,4
p009+p010,46,3.67,4.33,3.67,4.0,3.67,4.17,BC,3,4,4,4,3,4,4,5,4,4,4,4
p009+p010,47,3.67,3.67,3.67,4.0,3.67,3.83,BC,3,4,4,3,4,4,2,4,5,4,4,4
p009+p014,46,4.0,4.0,4.0,3.67,4.0,3.83,V,3,4,5,4,4,4,3,4,5,4,3,4
p009+p014,47,4.33,4.0,4.0,4.0,4.17,4.0,V,3,5,5,4,4,4,3,4,5,4,4,4
p009+p022,46,4.0,4.33,4.0,4.0,4.0,4.17,BC,3,4,5,4,4,4,3,5,5,4,4,4
p009+p022,47,4.0,4.33,4.0,4.0,4.0,4.17,BC,3,4,5,4,4,4,3,5,5,4,4,4
p010+dualuse_hugh_jackman_grey_suit_outdoor,46,4.33,4.33,4.0,4.0,4.17,4.17,tie,4,4,5,4,4,4,4,4,5,4,4,4
p010+dualuse_hugh_jackman_grey_suit_outdoor,47,4.0,4.33,4.0,3.67,4.0,4.0,BC,3,4,5,4,4,4,4,4,5,4,3,4
p010+p011,46,3.67,4.0,4.0,3.67,3.83,3.83,BC,2,4,5,4,4,4,3,4,5,4,3,4
p010+p011,47,3.67,4.0,3.33,4.0,3.5,4.0,BC,2,4,5,4,2,4,3,4,5,4,4,4
p010+p015,46,4.0,4.0,4.0,3.33,4.0,3.67,V,3,4,5,4,4,4,3,4,5,3,3,4
p010+p015,47,4.0,4.0,3.67,3.67,3.83,3.83,tie,3,4,5,4,3,4,3,4,5,4,3,4
p010+p023,46,4.33,4.0,4.0,4.0,4.17,4.0,V,4,4,5,4,4,4,3,4,5,4,4,4
p011+dualuse_man_black_suit_studio_nonceleb,46,4.0,4.33,4.0,4.0,4.0,4.17,BC,3,4,5,4,4,4,3,5,5,4,4,4
p011+dualuse_man_black_suit_studio_nonceleb,47,3.67,4.33,4.0,4.0,3.83,4.17,BC,3,4,4,4,4,4,3,5,5,4,4,4
p011+p012,46,3.67,4.0,3.33,3.33,3.5,3.67,BC,3,4,4,3,3,4,3,4,5,3,3,4
p011+p016,46,4.0,4.0,4.0,3.67,4.0,3.83,V,3,4,5,4,4,4,3,4,5,3,4,4
p011+p016,47,4.0,4.0,4.0,4.0,4.0,4.0,tie,4,4,4,4,4,4,3,4,5,4,4,4
p011+p024,46,3.67,2.67,3.67,2.0,3.67,2.33,V,2,4,5,3,4,4,2,4,2,2,1,3
p012+dualuse_queen_latifah_gown_stage,46,4.0,4.0,4.0,4.0,4.0,4.0,tie,3,4,5,4,4,4,3,4,5,4,4,4
p012+dualuse_queen_latifah_gown_stage,47,4.0,4.0,3.67,3.67,3.83,3.83,tie,3,4,5,4,3,4,3,4,5,4,3,4
p012+p013,46,4.0,4.33,4.33,3.0,4.17,3.67,BC,3,4,5,4,5,4,4,4,5,3,2,4
p012+p013,47,4.33,4.0,4.0,4.0,4.17,4.0,V,3,5,5,4,4,4,3,4,5,4,4,4
p012+p017,46,4.33,4.33,4.0,4.0,4.17,4.17,tie,4,4,5,4,4,4,4,4,5,4,4,4
p012+p017,47,4.33,4.33,3.67,4.0,4.0,4.17,BC,4,4,5,4,3,4,4,4,5,4,4,4
p012+p025,46,4.33,3.67,3.67,4.0,4.0,3.83,V,3,5,5,3,4,4,2,4,5,4,4,4
p012+p025,47,4.33,3.67,3.67,4.33,4.0,4.0,V,3,5,5,3,4,4,3,4,4,4,5,4
p013+p014,47,4.67,4.0,3.67,4.0,4.17,4.0,V,4,5,5,4,3,4,4,4,4,4,4,4
p013+p018,46,4.67,4.33,4.0,4.0,4.33,4.17,V,4,5,5,4,4,4,3,5,5,4,4,4
p013+p018,47,4.33,4.33,3.33,4.0,3.83,4.17,BC,4,4,5,3,3,4,3,5,5,4,4,4
p013+p026,46,4.33,4.0,4.33,4.0,4.33,4.0,V,3,5,5,4,4,5,2,5,5,4,4,4
p013+p026,47,4.33,4.33,4.0,4.0,4.17,4.17,tie,3,5,5,4,4,4,3,5,5,4,4,4
p014+dualuse_woman_top_denim_skirt_nonceleb,46,3.67,3.67,4.0,3.67,3.83,3.67,V,2,4,5,4,4,4,3,4,4,3,4,4
p014+p015,46,4.67,4.0,3.67,3.0,4.17,3.5,V,4,5,5,4,3,4,3,4,5,3,2,4
p014+p015,47,4.33,3.67,4.0,3.0,4.17,3.33,V,3,5,5,4,4,4,3,4,4,3,2,4
p014+p019,46,4.67,4.67,4.0,3.0,4.33,3.83,V,4,5,5,4,4,4,4,5,5,3,2,4
p014+p019,47,4.67,4.67,4.0,4.0,4.33,4.33,tie,4,5,5,4,4,4,4,5,5,4,4,4
p014+p027,46,4.67,4.67,4.0,4.33,4.33,4.5,BC,4,5,5,4,4,4,4,5,5,4,4,5
p014+p027,47,4.67,4.67,4.0,4.0,4.33,4.33,tie,4,5,5,4,4,4,4,5,5,4,4,4
p015+dualuse_zendaya_white_blazer_skirt,46,3.67,3.33,4.0,4.0,3.83,3.67,V,2,4,5,4,4,4,2,4,4,4,4,4
p015+dualuse_zendaya_white_blazer_skirt,47,4.0,3.67,4.0,4.0,4.0,3.83,V,2,5,5,4,4,4,2,4,5,4,4,4
p015+p016,46,3.33,3.67,3.33,4.0,3.33,3.83,BC,2,4,4,3,4,3,2,4,5,4,4,4
p015+p016,47,4.0,3.0,4.0,3.33,4.0,3.17,V,3,4,5,4,4,4,1,4,4,3,3,4
p015+p020,46,3.67,4.0,3.33,4.0,3.5,4.0,BC,2,4,5,3,3,4,3,4,5,4,4,4
p015+p028,46,4.0,3.67,4.0,3.33,4.0,3.5,V,3,4,5,4,4,4,2,4,5,3,3,4
p016+dualuse_lp_beige_long_coat_menswear,46,3.67,4.33,4.0,4.0,3.83,4.17,BC,2,4,5,4,4,4,4,4,5,4,4,4
p016+dualuse_lp_beige_long_coat_menswear,47,3.33,3.67,3.67,4.0,3.5,3.83,BC,2,4,4,4,3,4,3,4,4,4,4,4
p016+p017,46,4.0,4.0,4.0,4.0,4.0,4.0,tie,3,4,5,4,4,4,3,4,5,4,4,4
p016+p021,46,4.0,4.33,4.0,4.0,4.0,4.17,BC,3,4,5,4,4,4,4,4,5,4,4,4
p016+p021,47,3.0,3.67,4.0,4.0,3.5,3.83,BC,2,4,3,4,4,4,3,4,4,4,4,4
p016+p029,46,4.0,3.67,4.0,3.67,4.0,3.67,V,3,4,5,4,4,4,2,4,5,4,3,4
p016+p029,47,3.67,3.67,4.0,4.0,3.83,3.83,tie,3,4,4,4,4,4,3,4,4,4,4,4
p017+dualuse_lp_floral_kimono_set,46,3.33,4.0,3.67,3.33,3.5,3.67,BC,2,4,4,4,3,4,4,4,4,4,2,4
p017+dualuse_lp_floral_kimono_set,47,3.33,4.0,3.0,3.67,3.17,3.83,BC,3,4,3,3,2,4,3,5,4,4,3,4
p017+p018,46,3.67,3.67,4.0,3.67,3.83,3.67,V,3,4,4,4,4,4,2,4,5,4,3,4
p017+p022,46,4.33,4.67,4.0,4.0,4.17,4.33,BC,3,5,5,4,4,4,4,5,5,4,4,4
p017+p022,47,4.33,4.0,4.0,4.33,4.17,4.17,V,3,5,5,4,4,4,4,4,4,4,4,5
p017+p030,47,4.33,2.33,4.0,3.67,4.17,3.0,V,4,4,5,4,4,4,1,4,2,3,4,4
p018+dualuse_emma_watson_black_blazer_armscrossed,46,4.0,3.33,4.0,3.0,4.0,3.17,V,3,4,5,4,4,4,3,4,3,3,2,4
p018+dualuse_emma_watson_black_blazer_armscrossed,47,4.67,4.67,4.0,4.0,4.33,4.33,tie,4,5,5,4,4,4,4,5,5,4,4,4
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,46,4.33,4.33,4.0,4.0,4.17,4.17,tie,4,5,4,4,4,4,3,5,5,4,4,4
p018+dualuse_lp_navy_quarterzip_knit_LOWRES,47,4.67,4.33,4.0,4.0,4.33,4.17,V,4,5,5,4,4,4,3,5,5,4,4,4
p018+p019,46,4.33,4.67,4.0,4.0,4.17,4.33,BC,4,4,5,4,4,4,4,5,5,4,4,4
p018+p019,47,4.33,4.67,4.0,3.67,4.17,4.17,BC,4,4,5,4,4,4,4,5,5,4,3,4
p018+p023,47,4.0,3.67,3.67,3.0,3.83,3.33,V,4,4,4,4,3,4,4,3,4,3,3,3
p019+dualuse_gal_gadot_blue_dress_redcarpet,46,4.0,4.0,3.67,3.67,3.83,3.83,tie,3,4,5,4,3,4,3,4,5,4,3,4
p019+dualuse_gal_gadot_blue_dress_redcarpet,47,3.33,3.33,3.33,3.0,3.33,3.17,V,2,4,4,3,4,3,2,4,4,3,3,3
p019+dualuse_lp_plaid_overcoat_brown_suit,46,4.33,4.33,4.33,4.0,4.33,4.17,V,3,5,5,4,5,4,3,5,5,4,4,4
p019+dualuse_lp_plaid_overcoat_brown_suit,47,4.33,4.0,4.33,4.33,4.33,4.17,V,3,5,5,4,5,4,2,5,5,4,5,4
p019+p020,47,3.67,3.67,4.33,4.67,4.0,4.17,BC,1,5,5,4,5,4,1,5,5,4,5,5
p020+dualuse_hugh_jackman_grey_suit_outdoor,46,4.0,4.0,4.0,4.0,4.0,4.0,tie,3,4,5,4,4,4,2,5,5,4,4,4
p020+dualuse_hugh_jackman_grey_suit_outdoor,47,4.0,4.0,4.0,4.0,4.0,4.0,tie,3,4,5,4,4,4,3,4,5,4,4,4
p020+dualuse_navy_peacoat_onmodel,46,4.33,3.67,4.0,3.67,4.17,3.67,V,3,5,5,4,4,4,2,4,5,3,4,4
p020+dualuse_navy_peacoat_onmodel,47,4.33,4.0,4.0,4.0,4.17,4.0,V,3,5,5,4,4,4,3,4,5,4,4,4
p020+p021,46,3.67,4.0,4.0,4.0,3.83,4.0,BC,2,4,5,4,4,4,3,4,5,4,4,4
p020+p021,47,4.0,4.0,4.0,4.0,4.0,4.0,tie,3,4,5,4,4,4,3,4,5,4,4,4
p020+p025,46,3.67,3.67,4.0,4.0,3.83,3.83,tie,2,4,5,4,4,4,2,4,5,4,4,4
p021+dualuse_man_black_suit_studio_nonceleb,46,4.0,4.0,4.0,4.0,4.0,4.0,tie,3,5,4,4,4,4,3,4,5,4,4,4
p021+dualuse_man_black_suit_studio_nonceleb,47,4.33,4.33,4.0,4.0,4.17,4.17,tie,3,5,5,4,4,4,3,5,5,4,4,4
p021+g004,46,4.33,4.33,4.0,4.0,4.17,4.17,tie,3,5,5,4,4,4,3,5,5,4,4,4
p021+g004,47,4.0,4.0,3.67,4.0,3.83,4.0,BC,4,4,4,4,3,4,3,4,5,4,4,4
p021+p022,46,4.33,4.0,4.0,4.0,4.17,4.0,V,3,5,5,4,4,4,3,5,4,4,4,4
p021+p022,47,4.0,3.67,4.33,4.33,4.17,4.0,V,3,4,5,4,4,5,2,5,4,4,4,5
p021+p026,46,4.33,4.33,4.0,4.0,4.17,4.17,tie,3,5,5,4,4,4,3,5,5,4,4,4
p021+p026,47,4.67,4.0,4.0,4.0,4.33,4.0,V,4,5,5,4,4,4,3,5,4,4,4,4
p022+dualuse_queen_latifah_gown_stage,46,3.33,3.67,3.67,3.67,3.5,3.67,BC,2,4,4,3,4,4,3,4,4,3,4,4
p022+dualuse_queen_latifah_gown_stage,47,3.33,3.67,3.67,4.0,3.5,3.83,BC,2,4,4,3,4,4,3,4,4,4,4,4
p022+g005,46,4.0,3.67,4.0,4.0,4.0,3.83,V,3,4,5,4,4,4,3,4,4,4,4,4
p022+g005,47,3.67,3.67,3.67,4.0,3.67,3.83,BC,3,4,4,3,4,4,3,4,4,4,4,4
p022+p023,46,3.67,4.0,3.33,3.33,3.5,3.67,BC,3,4,4,3,4,3,4,4,4,3,4,3
p022+p027,46,4.0,4.0,4.0,4.0,4.0,4.0,tie,3,4,5,4,4,4,3,4,5,4,4,4
p022+p027,47,4.0,4.33,4.0,4.0,4.0,4.17,BC,3,4,5,4,4,4,3,5,5,4,4,4
p023+dualuse_scarlett_johansson_black_dress_backview_night,46,3.67,4.0,4.0,3.67,3.83,3.83,BC,3,4,4,4,4,4,3,4,5,4,3,4
p023+dualuse_scarlett_johansson_black_dress_backview_night,47,4.33,4.0,4.0,3.67,4.17,3.83,V,3,5,5,4,4,4,3,4,5,4,3,4
p023+g009,47,4.33,4.67,3.67,4.0,4.0,4.33,BC,3,5,5,4,3,4,4,5,5,4,4,4
p023+p024,46,4.0,4.33,3.67,3.33,3.83,3.83,BC,3,4,5,4,3,4,3,5,5,3,3,4
p023+p024,47,4.33,3.67,4.0,3.33,4.17,3.5,V,3,5,5,4,4,4,3,4,4,3,3,4
p023+p028,46,4.33,3.67,4.0,4.0,4.17,3.83,V,3,5,5,4,4,4,3,4,4,4,4,4
p023+p028,47,4.33,4.0,4.0,4.0,4.17,4.0,V,3,5,5,4,4,4,3,4,5,4,4,4
p024+dualuse_woman_top_denim_skirt_nonceleb,46,3.33,3.67,3.33,3.33,3.33,3.5,BC,2,4,4,3,3,4,3,4,4,3,3,4
p024+dualuse_woman_top_denim_skirt_nonceleb,47,3.33,3.67,3.33,3.67,3.33,3.67,BC,2,4,4,3,3,4,3,4,4,3,4,4
p024+g011,46,3.67,3.33,4.0,3.0,3.83,3.17,V,2,4,5,4,4,4,2,4,4,3,3,3
p024+g011,47,3.33,3.67,3.0,4.0,3.17,3.83,BC,2,4,4,3,3,3,3,4,4,4,4,4
p024+p025,46,4.0,4.0,4.0,3.33,4.0,3.67,V,3,4,5,4,4,4,3,5,4,3,4,3
p024+p025,47,3.33,3.33,3.67,3.33,3.5,3.33,V,2,4,4,3,4,4,2,4,4,3,3,4
p024+p029,46,3.67,4.0,3.67,3.67,3.67,3.83,BC,3,4,4,4,3,4,3,4,5,4,3,4
p024+p029,47,4.67,4.33,3.67,4.0,4.17,4.17,V,4,5,5,4,3,4,4,4,5,4,4,4
p025+dualuse_zendaya_white_blazer_skirt,46,3.33,3.33,3.67,3.67,3.5,3.5,tie,2,4,4,4,3,4,2,4,4,4,3,4
p025+dualuse_zendaya_white_blazer_skirt,47,3.33,3.33,3.33,4.0,3.33,3.67,BC,2,4,4,3,3,4,2,4,4,4,4,4
p025+g012,47,4.0,4.0,4.0,3.33,4.0,3.67,V,4,4,4,4,4,4,4,4,4,3,3,4
p025+p026,46,3.67,4.0,4.0,4.0,3.83,4.0,BC,3,4,4,4,4,4,4,4,4,4,4,4
p025+p026,47,3.67,4.0,3.67,4.0,3.67,4.0,BC,3,4,4,4,3,4,4,4,4,4,4,4
p025+p030,46,3.67,4.33,4.0,3.67,3.83,4.0,BC,2,4,5,4,4,4,4,4,5,4,3,4
p025+p030,47,3.67,4.0,4.0,3.0,3.83,3.5,BC,2,4,5,4,4,4,4,4,4,3,2,4
p026+dualuse_emma_watson_black_blazer_armscrossed,46,4.0,4.33,4.0,4.0,4.0,4.17,BC,3,4,5,4,4,4,3,5,5,4,4,4
p026+dualuse_emma_watson_black_blazer_armscrossed,47,4.0,4.33,4.0,4.0,4.0,4.17,BC,2,5,5,4,4,4,3,5,5,4,4,4
p026+g013,46,4.33,4.33,4.0,4.0,4.17,4.17,tie,4,4,5,4,4,4,4,4,5,4,4,4
p026+g013,47,4.67,4.67,4.0,4.0,4.33,4.33,tie,4,5,5,4,4,4,4,5,5,4,4,4
p026+p027,46,4.33,4.0,4.0,4.0,4.17,4.0,V,3,5,5,4,4,4,3,4,5,4,4,4
p026+p027,47,4.33,4.0,4.0,4.0,4.17,4.0,V,3,5,5,4,4,4,3,4,5,4,4,4
p027+dualuse_gal_gadot_blue_dress_redcarpet,46,4.33,4.0,3.67,3.67,4.0,3.83,V,4,4,5,4,3,4,3,4,5,4,3,4
p027+dualuse_gal_gadot_blue_dress_redcarpet,47,4.0,4.0,3.33,3.33,3.67,3.67,tie,3,4,5,3,3,4,3,4,5,3,3,4
p027+dualuse_lp_floral_kimono_set,46,4.0,4.33,3.33,3.67,3.67,4.0,BC,3,4,5,3,3,4,4,4,5,4,3,4
p027+g014,47,4.33,4.0,3.33,4.0,3.83,4.0,V,4,4,5,3,3,4,3,4,5,4,4,4
p027+p028,46,3.67,3.33,3.0,3.33,3.33,3.33,V,2,4,5,3,3,3,1,4,5,3,3,4
p028+dualuse_hugh_jackman_grey_suit_outdoor,46,4.67,4.33,4.0,4.0,4.33,4.17,V,4,5,5,4,4,4,4,4,5,4,4,4
p028+dualuse_hugh_jackman_grey_suit_outdoor,47,3.67,4.33,3.33,3.67,3.5,4.0,BC,3,4,4,4,2,4,3,5,5,4,3,4
p028+dualuse_lp_navy_quarterzip_knit_LOWRES,46,4.33,4.33,4.0,3.67,4.17,4.0,V,3,5,5,4,4,4,3,5,5,4,3,4
p028+dualuse_lp_navy_quarterzip_knit_LOWRES,47,3.67,4.0,3.67,4.0,3.67,4.0,BC,3,4,4,4,3,4,3,5,4,4,4,4
p028+g015,47,4.0,3.67,3.67,3.0,3.83,3.33,V,2,5,5,3,4,4,2,4,5,2,4,3
p028+p029,46,4.0,3.0,3.33,2.67,3.67,2.83,V,4,4,4,3,3,4,3,4,2,3,2,3
p028+p029,47,4.33,2.67,3.0,1.33,3.67,2.0,V,4,4,5,2,4,3,1,4,3,1,1,2
p029+dualuse_lp_plaid_overcoat_brown_suit,46,4.0,4.33,4.0,4.0,4.0,4.17,BC,3,4,5,4,4,4,3,5,5,4,4,4
p029+dualuse_lp_plaid_overcoat_brown_suit,47,4.33,3.67,4.0,4.0,4.17,3.83,V,3,5,5,4,4,4,2,4,5,4,4,4
p029+dualuse_man_black_suit_studio_nonceleb,47,4.0,4.33,4.0,4.0,4.0,4.17,BC,3,4,5,4,4,4,3,5,5,4,4,4
p029+g018,47,4.0,4.33,4.0,4.0,4.0,4.17,BC,3,4,5,4,4,4,3,5,5,4,4,4
p029+p030,46,4.33,4.0,4.0,4.0,4.17,4.0,V,4,4,5,4,4,4,2,5,5,4,4,4
p029+p030,47,4.33,3.67,4.0,4.0,4.17,3.83,V,4,4,5,4,4,4,2,4,5,4,4,4
p030+dualuse_emma_watson_black_blazer_armscrossed,46,4.0,3.33,3.67,2.33,3.83,2.83,V,3,4,5,4,3,4,2,4,4,2,2,3
p030+dualuse_emma_watson_black_blazer_armscrossed,47,4.0,4.67,4.0,3.67,4.0,4.17,BC,3,4,5,4,4,4,4,5,5,4,3,4
p030+dualuse_navy_peacoat_onmodel,46,4.33,4.33,4.0,4.0,4.17,4.17,tie,3,5,5,4,4,4,3,5,5,4,4,4
p030+dualuse_navy_peacoat_onmodel,47,3.67,4.33,4.0,4.0,3.83,4.17,BC,3,4,4,4,4,4,3,5,5,4,4,4
p030+dualuse_queen_latifah_gown_stage,46,4.0,4.0,3.67,3.67,3.83,3.83,tie,3,4,5,3,4,4,3,4,5,3,4,4
p030+g024,47,4.0,4.67,4.0,4.0,4.0,4.33,BC,3,4,5,4,4,4,4,5,5,4,4,4
